0:00:23.38,0:00:24.44,「哪里哪里」,こちらこそ
0:00:24.88,0:00:27.44,「在下才要请诸位多多关照」,よろしくお願いしたい所存であった
0:02:08.15,0:02:09.65,「不胜荣幸」,ありがたき幸せ
0:02:20.59,0:02:22.06,「恋太郎君」,恋太郎くん
0:02:22.06,0:02:23.40,「花园大人」,花園殿
0:02:23.40,0:02:24.62,「院田大人」,院田殿
0:03:38.36,0:03:39.33,「汝等的关系」,そなたたち
0:03:39.33,0:03:42.75,「万… 万万没想到已经步入接吻的阶段了」,よ　よもや接吻を交わした仲であろうとは
0:03:45.34,0:03:47.72,「接接接」,せせせせせせ
0:03:49.48,0:03:50.88,「接吻也即所谓的」,接吻とはいわゆる
0:03:51.55,0:03:53.09,「接吻的意思」,接吻のことであろうか
0:04:00.33,0:04:03.48,「对不住 一时心慌丢人现眼了」,すまない　つい狼狽を見せた
0:04:03.48,0:04:06.02,「原来如此 你们已经亲过嘴了」,なるほど　すでに口づけを
0:04:13.58,0:04:15.51,「我… 我的话」,わ…　私は
0:04:17.14,0:04:19.49,「在缔结婚姻之前必须保持纯洁之身」,婚姻まで純潔を守るべしと
0:04:19.49,0:04:21.45,「此乃神明所定之宿命」,神に定められし宿命
0:04:24.68,0:04:25.75,「对不起」,申し訳ない
0:06:25.11,0:06:26.56,「抽乌龟」？,ババ抜き？
0:06:46.89,0:06:50.77,「互相挠痒笑到抽 彼此感情大升温」之作战,「みんなでこちょこちょ笑いあって　仲良くなっちゃおう作戦」だ
0:09:21.60,0:09:22.93,「高声大笑」,高らかに笑った
0:09:28.28,0:09:29.60,「悲伤吗」,悲しいかな
0:09:29.60,0:09:31.05,「这便是现实」,それが現実だった
0:10:18.44,0:10:19.72,「遵命」,仰せのままに
0:11:35.22,0:11:41.47,「感觉如何 感觉如何…」,いかがかな　いかがかな…
0:11:41.47,0:11:44.01,「今天就先放过你了」,今日はこのくらいにしておいてやる
0:12:21.80,0:12:22.79,「并没有…」,そんなことは…
0:12:47.42,0:12:51.08,「二位比我先一步成为了恋太郎君的恋人」,お二人は以前から　恋太郎くんの恋人だった
0:12:51.48,0:12:54.28,「我一个后来人 自认为是不能给二位添麻烦」,後から来た私が邪魔をしてはいけないと
0:13:17.98,0:13:20.24,「你说得对 对不起」,そうですよね　すみません
0:13:35.84,0:13:39.17,「既然如此 请容许我实话实说」,そういうことなら　正直に言わせていただきます
0:13:40.44,0:13:43.97,「其实 我害怕到无以复加」,本当は　私　怖くてたまらないのです
0:13:51.07,0:13:53.25,「我并不是这个意思」,そういった意味ではなかった
0:13:53.25,0:13:54.90,「我所畏惧的是」,われが恐れる者とは
0:13:55.48,0:13:59.73,「花园同学 你楚楚可怜 举止端庄 品行端正」,花園さんは　可憐でお淑やかで品行方正
0:13:59.73,0:14:02.66,「不仅如此 你的身材充满了女性的魅力」,その上女性的で　魅力的なスタイル
0:14:03.00,0:14:06.90,「院田同学 又是个五官端正的美少女」,院田さんは　目鼻立ちの整った美少女
0:14:06.90,0:14:09.89,「最突出的 是你那凛然大方的姿态」,そして何よりも　その凛とした立ち振る舞い
0:14:10.67,0:14:14.29,「若我做出与二位相同的举止」,そんなお二方と同等の振る舞いをすることで
0:14:14.29,0:14:17.64,「再被恋太郎君拿去比较的这件事」,恋太郎くんから比べられてしまうことが
0:14:17.64,0:14:19.17,「是我无比畏惧的」,何よりも怖い
0:14:27.39,0:14:30.35,「我如此不显眼 也不可爱」,私は地味だし　かわいくない
0:14:30.35,0:14:32.97,「身材就如一孩童」,体つきはまるで子供のよう
0:14:32.97,0:14:35.30,「性格也内向」,性格も内気で暗い
0:14:36.19,0:14:38.09,「和二位相比」,お二人と並べば
0:14:38.09,0:14:39.81,「可谓是天壤地别」,落差が浮き彫りになる
0:15:19.17,0:15:21.24,「院田同学 花园同学」,院田さん　花園さん
0:15:50.57,0:15:53.22,「好的 羽香里同学 唐音同学」,はい　羽香里さん　唐音さん
0:17:49.99,0:17:51.72,「我 很想」,私　したいです
0:17:53.65,0:17:55.51,「跟你接吻」,口づけがしたいです
0:17:58.17,0:18:04.05,「在缔结婚姻之前必须保持纯洁之身 此乃神明所定之宿命」,婚姻まで純潔を守るべしと　神に定められし宿命というのは
0:18:04.05,0:18:06.01,「此乃谎言」,実は偽りであった
0:18:09.99,0:18:13.91,「真心话是 其实我想跟你接吻」,その本心では　あなたと口づけを交わしたいと
0:21:56.55,0:21:57.17,「该说的 」,セリフ
0:21:57.43,0:21:58.57,「才是」,であった
0:22:06.05,0:22:07.57,「高声大笑」,高らかに笑った
