0:03:13.74,0:03:16.55,「我乃此地管理者」,我はこの地を管理する者なり
0:03:30.57,0:03:33.13,「所言极是」,その通りなのであった
0:03:40.06,0:03:43.10,「君为何而来」,あなたはいったい何を探しにこちらへ
0:03:43.91,0:03:46.81,「我意为君解忧」,私はそれを手伝う所存であった
0:04:00.62,0:04:03.50,「君又是为何闭口不言」,そなたはなぜ口を開きにならないのか
0:04:09.36,0:04:11.49,「实在非常抱歉」,申し訳ございません
0:04:11.49,0:04:14.73,「与人交谈实非其所长」,彼女は人との会話が何より不得手だった
0:04:15.06,0:04:16.89,「我去唤他人过来」,他の者をお呼びします
0:05:15.67,0:05:17.15,「对不起」,ごめんなさい
0:05:17.15,0:05:19.25,「必是让君困扰了」,こんなのは迷惑であった
0:05:19.25,0:05:21.51,「随意择选便是」,どれか好きなものを選ぶがよい
0:11:27.32,0:11:30.68,「我最喜欢也是这个」,私もこれが一番のお気に入りなのだ
0:11:30.68,0:11:33.13,「自幼起便受其诸多关照」,幼少の頃より世話になってきた
0:11:34.34,0:11:36.84,「反反复复读了许多遍」,何度も何度も読み返しました
0:12:08.05,0:12:10.13,「不胜惶恐」,もったいないお言葉です
0:12:11.78,0:12:14.74,「此技能不过是自然而然掌握的」,ただただ自然に身に付いた技能だった
0:12:16.71,0:12:19.09,「因我性格如此」,私はこんな人間なので
0:12:19.09,0:12:23.24,「此生从未有过任何可以唤作朋友的人」,その生涯の中で友と呼べる者は一人もおらず
0:12:23.24,0:12:26.89,「唯有这书中的世界 从始至终支撑着我」,この中の世界だけが　心の支えでした
0:12:30.06,0:12:32.08,「真的十分感谢你」,本当にありがとうございます
0:12:33.10,0:12:36.25,「不厌恶我这般怪人」,こんな私のことを忌み嫌わずにいてくださって
0:13:20.03,0:13:22.17,「并非如此」,そんなことはありません
0:13:22.17,0:13:25.08,「与平日别无二致」,これはいつもと変わらぬ日々
0:13:25.08,0:13:27.75,「我只是在履行我的职责」,ただ我が務めを果たしているだけ
0:13:27.75,0:13:30.36,「再者 所谓的职责…」,そもそも務めとは…
0:17:44.88,0:17:48.84,「我是骑士卡玛库尔 负责守护我国公主」,私はカマクル　この国の姫を守る騎士だ
0:18:25.06,0:18:26.42,「看着对方的眼睛」,相手の目を見て
0:19:05.04,0:19:05.93,「我喜欢你」,好きです
0:19:15.22,0:19:18.85,「对不起 还请您别放在心上」,ごめんなさい　お気になさらないでください
0:19:21.99,0:19:24.34,「我并不是希望得到你的回答」,返事が欲しいわけではないのです
0:19:25.50,0:19:28.54,「我也知道你有未婚妻」,あなたに許嫁がいることは知っています
0:19:29.61,0:19:32.78,「只是我无论如何都想在最后说出这句话」,ただ最後にどうしても伝えたくて
0:19:40.02,0:19:42.71,「如果不交往她就会死掉」,付き合わないと死んでしまうからだとか
0:19:59.91,0:20:04.68,「但我们命中注定无法相爱」,ですが　私たちは愛し合ってはならない定め
